model,grid_w,grid_h,n_sensors,start_pos_name,start_x,start_y,seed,total_reward,data_collected,ndr_pct,battery_pct,energy_consumed,efficiency,steps,jains_index,min_collection_rate,mean_collection_rate,starved_sensors,trajectory_file
NearestGreedy,400,400,20,corner_GG,400,400,1337,330656.51,5132.0,35.0,2.0,268.5278,19.1114,1381,0.1145,0.0,8.45,18,NearestGreedy_400x400_n20_corner_GG_1337.npy
NearestGreedy,400,400,20,random_0,368,377,42,867603.24,10375.0,30.0,2.0,268.5278,38.6383,1381,0.2318,0.0,17.07,14,NearestGreedy_400x400_n20_random_0_42.npy
NearestGreedy,400,400,20,random_0,368,377,123,1295152.05,12841.0,70.0,2.0,268.5278,47.8213,1381,0.2868,0.0,21.13,15,NearestGreedy_400x400_n20_random_0_123.npy
NearestGreedy,400,400,20,random_0,368,377,456,1663959.13,16997.0,50.0,2.0,268.5278,63.2959,1381,0.3591,0.0,27.97,12,NearestGreedy_400x400_n20_random_0_456.npy
NearestGreedy,400,400,20,random_0,368,377,789,2249366.14,22549.0,55.0,2.0,268.5278,83.9738,1381,0.4052,0.0,37.11,12,NearestGreedy_400x400_n20_random_0_789.npy
NearestGreedy,400,400,20,random_0,368,377,1337,775570.82,8735.0,50.0,1.97,268.6111,32.5202,1382,0.1846,0.0,14.37,17,NearestGreedy_400x400_n20_random_0_1337.npy
NearestGreedy,400,400,20,random_1,220,245,42,3199494.49,29188.0,100.0,2.0,268.5278,108.6969,1381,0.6264,3.09,48.04,8,NearestGreedy_400x400_n20_random_1_42.npy
NearestGreedy,400,400,20,random_1,220,245,123,4728388.45,42914.0,100.0,2.0,268.5278,159.8127,1381,0.8517,11.31,70.62,2,NearestGreedy_400x400_n20_random_1_123.npy
NearestGreedy,400,400,20,random_1,220,245,456,4063642.11,37158.0,95.0,2.0,268.5278,138.3749,1381,0.7231,0.0,61.15,5,NearestGreedy_400x400_n20_random_1_456.npy
NearestGreedy,400,400,20,random_1,220,245,789,3694803.62,33793.0,95.0,2.0,268.5278,125.8442,1381,0.7312,0.0,55.61,5,NearestGreedy_400x400_n20_random_1_789.npy
NearestGreedy,400,400,20,random_1,220,245,1337,3714155.16,33953.0,100.0,2.0,268.5278,126.4428,1381,0.7185,5.14,55.88,4,NearestGreedy_400x400_n20_random_1_1337.npy
NearestGreedy,400,400,20,random_2,237,36,42,2938082.8,27845.0,75.0,2.0,268.5278,103.6932,1381,0.5389,0.0,45.82,9,NearestGreedy_400x400_n20_random_2_42.npy
NearestGreedy,400,400,20,random_2,237,36,123,2867651.29,26821.0,85.0,2.0,268.5278,99.8804,1381,0.549,0.0,44.14,10,NearestGreedy_400x400_n20_random_2_123.npy
NearestGreedy,400,400,20,random_2,237,36,456,2622380.89,24579.0,80.0,2.0,268.5278,91.5326,1381,0.5474,0.0,40.45,9,NearestGreedy_400x400_n20_random_2_456.npy
NearestGreedy,400,400,20,random_2,237,36,789,1731565.08,17232.0,65.0,2.0,268.5278,64.1723,1381,0.3368,0.0,28.36,14,NearestGreedy_400x400_n20_random_2_789.npy
NearestGreedy,400,400,20,random_2,237,36,1337,2736894.2,26001.0,75.0,2.0,268.5278,96.827,1381,0.5104,0.0,42.79,10,NearestGreedy_400x400_n20_random_2_1337.npy
NearestGreedy,400,400,30,center,200,200,42,4415687.18,40072.0,100.0,2.0,268.5278,149.2285,1381,0.6014,1.03,43.96,10,NearestGreedy_400x400_n30_center_42.npy
NearestGreedy,400,400,30,center,200,200,123,6509556.23,58532.0,100.0,2.0,268.5278,217.975,1381,0.8424,19.54,64.22,1,NearestGreedy_400x400_n30_center_123.npy
NearestGreedy,400,400,30,center,200,200,456,3928474.67,35560.0,100.0,2.0,268.5278,132.4276,1381,0.5813,2.06,39.01,12,NearestGreedy_400x400_n30_center_456.npy
NearestGreedy,400,400,30,center,200,200,789,4757403.77,42976.0,100.0,2.0,268.5278,160.0421,1381,0.6401,1.03,47.15,6,NearestGreedy_400x400_n30_center_789.npy
NearestGreedy,400,400,30,center,200,200,1337,4519187.43,40857.0,100.0,2.0,268.5278,152.1526,1381,0.6012,3.09,44.83,12,NearestGreedy_400x400_n30_center_1337.npy
NearestGreedy,400,400,30,corner_00,0,0,42,1903977.85,19564.0,53.33,2.0,268.5278,72.8582,1381,0.2665,0.0,21.46,21,NearestGreedy_400x400_n30_corner_00_42.npy
NearestGreedy,400,400,30,corner_00,0,0,123,1080839.65,12515.0,40.0,2.0,268.5278,46.605,1381,0.2074,0.0,13.73,24,NearestGreedy_400x400_n30_corner_00_123.npy
NearestGreedy,400,400,30,corner_00,0,0,456,2353112.35,24053.0,50.0,2.0,268.5278,89.5745,1381,0.3045,0.0,26.39,21,NearestGreedy_400x400_n30_corner_00_456.npy
NearestGreedy,400,400,30,corner_00,0,0,789,1113937.49,13578.0,30.0,2.0,268.5278,50.5642,1381,0.1762,0.0,14.9,25,NearestGreedy_400x400_n30_corner_00_789.npy
NearestGreedy,400,400,30,corner_00,0,0,1337,1392691.97,15749.0,36.67,2.0,268.5278,58.6489,1381,0.2192,0.0,17.28,22,NearestGreedy_400x400_n30_corner_00_1337.npy
NearestGreedy,400,400,30,corner_0G,0,400,42,2055078.82,21073.0,50.0,2.0,268.5278,78.4764,1381,0.2884,0.0,23.12,20,NearestGreedy_400x400_n30_corner_0G_42.npy
NearestGreedy,400,400,30,corner_0G,0,400,123,1105342.16,12376.0,46.67,2.0,268.5278,46.0891,1381,0.2281,0.0,13.58,22,NearestGreedy_400x400_n30_corner_0G_123.npy
NearestGreedy,400,400,30,corner_0G,0,400,456,1544644.45,17005.0,36.67,2.0,268.5278,63.3281,1381,0.2586,0.0,18.66,22,NearestGreedy_400x400_n30_corner_0G_456.npy
NearestGreedy,400,400,30,corner_0G,0,400,789,2297863.24,23016.0,56.67,2.0,268.5278,85.7124,1381,0.3296,0.0,25.25,19,NearestGreedy_400x400_n30_corner_0G_789.npy
NearestGreedy,400,400,30,corner_0G,0,400,1337,2401729.05,23747.0,60.0,2.0,268.5278,88.4337,1381,0.3363,0.0,26.05,20,NearestGreedy_400x400_n30_corner_0G_1337.npy
NearestGreedy,400,400,30,corner_G0,400,0,42,969914.51,12356.0,26.67,2.0,268.5278,46.0135,1381,0.1839,0.0,13.56,24,NearestGreedy_400x400_n30_corner_G0_42.npy
NearestGreedy,400,400,30,corner_G0,400,0,123,1071772.91,11949.0,50.0,2.0,268.5278,44.4971,1381,0.2097,0.0,13.11,23,NearestGreedy_400x400_n30_corner_G0_123.npy
NearestGreedy,400,400,30,corner_G0,400,0,456,262473.26,4917.0,40.0,2.0,268.5278,18.3119,1383,0.1383,0.0,5.39,27,NearestGreedy_400x400_n30_corner_G0_456.npy
NearestGreedy,400,400,30,corner_G0,400,0,789,383020.35,7142.0,23.33,2.0,268.5278,26.5972,1381,0.0914,0.0,7.84,28,NearestGreedy_400x400_n30_corner_G0_789.npy
NearestGreedy,400,400,30,corner_G0,400,0,1337,911391.28,11463.0,33.33,2.0,268.5278,42.6879,1381,0.1708,0.0,12.58,24,NearestGreedy_400x400_n30_corner_G0_1337.npy
NearestGreedy,400,400,30,corner_GG,400,400,42,1290420.91,15324.0,30.0,2.0,268.5278,57.0656,1381,0.1994,0.0,16.81,24,NearestGreedy_400x400_n30_corner_GG_42.npy
NearestGreedy,400,400,30,corner_GG,400,400,123,821769.71,9789.0,46.67,2.0,268.5278,36.4528,1381,0.1799,0.0,10.74,24,NearestGreedy_400x400_n30_corner_GG_123.npy
NearestGreedy,400,400,30,corner_GG,400,400,456,1713398.97,18294.0,43.33,2.0,268.5278,68.1268,1381,0.2811,0.0,20.07,20,NearestGreedy_400x400_n30_corner_GG_456.npy
NearestGreedy,400,400,30,corner_GG,400,400,789,1660786.58,18268.0,36.67,2.0,268.5278,68.0308,1381,0.2499,0.0,20.04,21,NearestGreedy_400x400_n30_corner_GG_789.npy
NearestGreedy,400,400,30,corner_GG,400,400,1337,826541.6,10786.0,30.0,2.0,268.5278,40.1655,1381,0.1825,0.0,11.83,24,NearestGreedy_400x400_n30_corner_GG_1337.npy
NearestGreedy,400,400,30,random_0,368,377,42,1627059.48,18396.0,30.0,2.0,268.5278,68.5059,1381,0.2373,0.0,20.18,22,NearestGreedy_400x400_n30_random_0_42.npy
NearestGreedy,400,400,30,random_0,368,377,123,1596335.43,16229.0,60.0,2.0,268.5278,60.4366,1381,0.2738,0.0,17.81,23,NearestGreedy_400x400_n30_random_0_123.npy
NearestGreedy,400,400,30,random_0,368,377,456,2290707.91,23032.0,53.33,2.0,268.5278,85.771,1381,0.3524,0.0,25.27,19,NearestGreedy_400x400_n30_random_0_456.npy
NearestGreedy,400,400,30,random_0,368,377,789,2478457.11,24689.0,56.67,2.0,268.5278,91.9411,1381,0.3262,0.0,27.09,20,NearestGreedy_400x400_n30_random_0_789.npy
NearestGreedy,400,400,30,random_0,368,377,1337,1467712.05,15388.0,53.33,2.0,268.5278,57.3062,1381,0.2461,0.0,16.88,23,NearestGreedy_400x400_n30_random_0_1337.npy
NearestGreedy,400,400,30,random_1,220,245,42,3925787.38,35532.0,96.67,2.0,268.5278,132.3217,1381,0.5357,0.0,38.98,13,NearestGreedy_400x400_n30_random_1_42.npy
NearestGreedy,400,400,30,random_1,220,245,123,5995255.11,53889.0,100.0,2.0,268.5278,200.682,1381,0.7707,5.14,59.12,5,NearestGreedy_400x400_n30_random_1_123.npy
NearestGreedy,400,400,30,random_1,220,245,456,4861653.12,44230.0,93.33,2.0,268.5278,164.7146,1381,0.6203,0.0,48.53,11,NearestGreedy_400x400_n30_random_1_456.npy
NearestGreedy,400,400,30,random_1,220,245,789,5161452.85,46735.0,96.67,2.0,268.5278,174.0405,1381,0.705,0.0,51.27,7,NearestGreedy_400x400_n30_random_1_789.npy
NearestGreedy,400,400,30,random_1,220,245,1337,4808551.44,43689.0,96.67,2.0,268.5278,162.6996,1381,0.6304,0.0,47.93,10,NearestGreedy_400x400_n30_random_1_1337.npy
NearestGreedy,400,400,30,random_2,237,36,42,3518042.02,33105.0,73.33,2.0,268.5278,123.2846,1381,0.4409,0.0,36.32,16,NearestGreedy_400x400_n30_random_2_42.npy
NearestGreedy,400,400,30,random_2,237,36,123,3520581.38,32818.0,80.0,2.0,268.5278,122.2155,1381,0.4789,0.0,36.01,15,NearestGreedy_400x400_n30_random_2_123.npy
NearestGreedy,400,400,30,random_2,237,36,456,2482553.35,23689.0,70.0,2.0,268.5278,88.2192,1381,0.3828,0.0,25.99,19,NearestGreedy_400x400_n30_random_2_456.npy
NearestGreedy,400,400,30,random_2,237,36,789,2138354.2,21427.0,60.0,2.0,268.5278,79.7945,1381,0.3001,0.0,23.51,22,NearestGreedy_400x400_n30_random_2_789.npy
NearestGreedy,400,400,30,random_2,237,36,1337,3014649.25,28735.0,70.0,2.0,268.5278,107.0092,1381,0.3894,0.0,31.53,19,NearestGreedy_400x400_n30_random_2_1337.npy
NearestGreedy,600,600,10,center,300,300,42,1096953.3,11343.0,70.0,2.0,268.5278,42.2405,1381,0.4141,0.0,37.33,6,NearestGreedy_600x600_n10_center_42.npy
NearestGreedy,600,600,10,center,300,300,123,1794778.31,16992.0,90.0,2.0,268.5278,63.2786,1381,0.6825,0.0,55.93,3,NearestGreedy_600x600_n10_center_123.npy
NearestGreedy,600,600,10,center,300,300,456,1585570.23,15468.0,90.0,2.0,268.5278,57.6045,1381,0.566,0.0,50.91,4,NearestGreedy_600x600_n10_center_456.npy
NearestGreedy,600,600,10,center,300,300,789,1137915.97,11094.0,80.0,2.0,268.5278,41.3145,1381,0.5087,0.0,36.52,5,NearestGreedy_600x600_n10_center_789.npy
NearestGreedy,600,600,10,center,300,300,1337,1639628.31,16111.0,80.0,2.0,268.5278,59.9975,1381,0.584,0.0,53.03,4,NearestGreedy_600x600_n10_center_1337.npy
NearestGreedy,600,600,10,corner_00,0,0,42,454897.13,5927.0,30.0,1.97,268.6111,22.0654,1386,0.2021,0.0,19.44,8,NearestGreedy_600x600_n10_corner_00_42.npy
NearestGreedy,600,600,10,corner_00,0,0,123,228922.89,3553.0,30.0,1.98,268.5833,13.2292,1405,0.1301,0.0,11.5,9,NearestGreedy_600x600_n10_corner_00_123.npy
NearestGreedy,600,600,10,corner_00,0,0,456,417231.98,5647.0,20.0,1.94,268.6944,21.0157,1387,0.1996,0.0,18.51,8,NearestGreedy_600x600_n10_corner_00_456.npy
NearestGreedy,600,600,10,corner_00,0,0,789,511542.68,6513.0,30.0,2.0,268.5278,24.2547,1383,0.2295,0.0,21.41,8,NearestGreedy_600x600_n10_corner_00_789.npy
NearestGreedy,600,600,10,corner_00,0,0,1337,182662.11,3300.0,20.0,1.98,268.5833,12.2886,1423,0.112,0.0,10.54,9,NearestGreedy_600x600_n10_corner_00_1337.npy
NearestGreedy,600,600,10,corner_0G,0,600,42,516277.13,6620.0,30.0,2.0,268.5278,24.6513,1381,0.2368,0.0,21.79,8,NearestGreedy_600x600_n10_corner_0G_42.npy
NearestGreedy,600,600,10,corner_0G,0,600,123,-141058.79,96.0,10.0,2.0,268.5278,0.3573,1381,0.1,0.0,0.32,10,NearestGreedy_600x600_n10_corner_0G_123.npy
NearestGreedy,600,600,10,corner_0G,0,600,456,-171206.76,0.0,0.0,2.0,268.5278,0.0,1381,0.0,0.0,0.0,10,NearestGreedy_600x600_n10_corner_0G_456.npy
NearestGreedy,600,600,10,corner_0G,0,600,789,378031.42,4719.0,20.0,1.99,268.5556,17.5709,1418,0.1996,0.0,15.13,8,NearestGreedy_600x600_n10_corner_0G_789.npy
NearestGreedy,600,600,10,corner_0G,0,600,1337,450114.46,5996.0,30.0,2.0,268.5278,22.3293,1381,0.2021,0.0,19.74,8,NearestGreedy_600x600_n10_corner_0G_1337.npy
NearestGreedy,600,600,10,corner_G0,600,0,42,138828.91,3102.0,10.0,1.95,268.6667,11.5459,1420,0.1,0.0,9.93,9,NearestGreedy_600x600_n10_corner_G0_42.npy
NearestGreedy,600,600,10,corner_G0,600,0,123,252419.34,3360.0,30.0,2.0,268.5278,12.5127,1427,0.1713,0.0,10.7,8,NearestGreedy_600x600_n10_corner_G0_123.npy
NearestGreedy,600,600,10,corner_G0,600,0,456,229064.68,3270.0,30.0,1.97,268.6111,12.1726,1432,0.1122,0.0,10.38,9,NearestGreedy_600x600_n10_corner_G0_456.npy
NearestGreedy,600,600,10,corner_G0,600,0,789,-99732.99,469.0,10.0,2.0,268.5278,1.7456,1381,0.1,0.0,1.54,10,NearestGreedy_600x600_n10_corner_G0_789.npy
NearestGreedy,600,600,10,corner_G0,600,0,1337,268538.01,4090.0,20.0,2.0,268.5278,15.2301,1409,0.1625,0.0,13.19,8,NearestGreedy_600x600_n10_corner_G0_1337.npy
NearestGreedy,600,600,10,corner_GG,600,600,42,-147766.65,31.0,10.0,2.0,268.5278,0.1164,1381,0.1,0.0,0.1,10,NearestGreedy_600x600_n10_corner_GG_42.npy
NearestGreedy,600,600,10,corner_GG,600,600,123,43811.58,1901.0,10.0,2.0,268.5278,7.0808,1381,0.1,0.0,6.26,9,NearestGreedy_600x600_n10_corner_GG_123.npy
NearestGreedy,600,600,10,corner_GG,600,600,456,321361.42,4128.0,30.0,2.0,268.5278,15.3727,1381,0.2182,0.0,13.59,8,NearestGreedy_600x600_n10_corner_GG_456.npy
NearestGreedy,600,600,10,corner_GG,600,600,789,183873.58,3146.0,30.0,2.0,268.5278,11.7161,1381,0.1152,0.0,10.36,9,NearestGreedy_600x600_n10_corner_GG_789.npy
NearestGreedy,600,600,10,corner_GG,600,600,1337,-171206.76,0.0,0.0,2.0,268.5278,0.0,1381,0.0,0.0,0.0,10,NearestGreedy_600x600_n10_corner_GG_1337.npy
NearestGreedy,600,600,10,random_0,468,368,42,548393.75,6514.0,50.0,1.96,268.6389,24.2478,1385,0.2283,0.0,21.38,8,NearestGreedy_600x600_n10_random_0_42.npy
NearestGreedy,600,600,10,random_0,468,368,123,1016513.46,10681.0,60.0,2.0,268.5278,39.7771,1381,0.4184,0.0,35.16,6,NearestGreedy_600x600_n10_random_0_123.npy
NearestGreedy,600,600,10,random_0,468,368,456,1846979.99,18124.0,80.0,2.0,268.5278,67.4934,1381,0.6202,0.0,59.65,4,NearestGreedy_600x600_n10_random_0_456.npy
NearestGreedy,600,600,10,random_0,468,368,789,985641.27,10885.0,40.0,1.95,268.6667,40.5153,1382,0.3886,0.0,35.8,6,NearestGreedy_600x600_n10_random_0_789.npy
NearestGreedy,600,600,10,random_0,468,368,1337,439496.2,4671.0,70.0,1.95,268.6667,17.3857,1388,0.2181,0.0,15.3,8,NearestGreedy_600x600_n10_random_0_1337.npy
NearestGreedy,600,600,10,random_1,501,245,42,526224.71,6457.0,40.0,1.94,268.6944,24.0319,1383,0.2266,0.0,21.22,8,NearestGreedy_600x600_n10_random_1_42.npy
NearestGreedy,600,600,10,random_1,501,245,123,1037221.07,10903.0,50.0,2.0,268.5278,40.6044,1381,0.448,0.0,35.89,5,NearestGreedy_600x600_n10_random_1_123.npy
NearestGreedy,600,600,10,random_1,501,245,456,967838.68,9523.0,80.0,2.0,268.5278,35.4623,1381,0.4731,0.0,31.34,4,NearestGreedy_600x600_n10_random_1_456.npy
NearestGreedy,600,600,10,random_1,501,245,789,852481.35,9488.0,50.0,1.95,268.6667,35.3163,1382,0.3334,0.0,31.21,7,NearestGreedy_600x600_n10_random_1_789.npy
NearestGreedy,600,600,10,random_1,501,245,1337,437954.53,5801.0,30.0,1.96,268.6389,21.5931,1387,0.2015,0.0,19.01,8,NearestGreedy_600x600_n10_random_1_1337.npy
NearestGreedy,600,600,10,random_2,495,435,42,441827.92,6090.0,20.0,1.95,268.6667,22.666,1386,0.2,0.0,19.97,8,NearestGreedy_600x600_n10_random_2_42.npy
NearestGreedy,600,600,10,random_2,495,435,123,584632.67,6112.0,70.0,1.94,268.6944,22.7476,1385,0.2784,0.0,20.06,7,NearestGreedy_600x600_n10_random_2_123.npy
NearestGreedy,600,600,10,random_2,495,435,456,1657394.48,16358.0,70.0,2.0,268.5278,60.919,1381,0.5955,0.0,53.84,4,NearestGreedy_600x600_n10_random_2_456.npy
NearestGreedy,600,600,10,random_2,495,435,789,776276.76,9100.0,40.0,2.0,268.5278,33.8889,1381,0.3041,0.0,29.95,7,NearestGreedy_600x600_n10_random_2_789.npy
NearestGreedy,600,600,10,random_2,495,435,1337,264261.96,3491.0,40.0,2.0,268.5278,12.9992,1409,0.1273,0.0,11.26,9,NearestGreedy_600x600_n10_random_2_1337.npy
NearestGreedy,600,600,20,center,300,300,42,1910280.44,18485.0,75.0,2.0,268.5278,68.8392,1381,0.4169,0.0,30.42,12,NearestGreedy_600x600_n20_center_42.npy
NearestGreedy,600,600,20,center,300,300,123,2887885.09,26616.0,90.0,2.0,268.5278,99.1181,1381,0.607,0.0,43.8,7,NearestGreedy_600x600_n20_center_123.npy
NearestGreedy,600,600,20,center,300,300,456,2153206.55,20467.0,80.0,2.0,268.5278,76.2197,1381,0.4394,0.0,33.68,11,NearestGreedy_600x600_n20_center_456.npy
NearestGreedy,600,600,20,center,300,300,789,1542894.83,14541.0,85.0,2.0,268.5278,54.1499,1381,0.352,0.0,23.93,14,NearestGreedy_600x600_n20_center_789.npy
NearestGreedy,600,600,20,center,300,300,1337,2371240.68,22809.0,70.0,2.0,268.5278,84.9421,1381,0.4698,0.0,37.54,9,NearestGreedy_600x600_n20_center_1337.npy
NearestGreedy,600,600,20,corner_00,0,0,42,504906.52,7407.0,20.0,1.96,268.6389,27.5714,1383,0.1437,0.0,12.17,17,NearestGreedy_600x600_n20_corner_00_42.npy
NearestGreedy,600,600,20,corner_00,0,0,123,117779.69,3525.0,25.0,1.96,268.6389,13.12,1397,0.066,0.0,5.73,19,NearestGreedy_600x600_n20_corner_00_123.npy
NearestGreedy,600,600,20,corner_00,0,0,456,1158620.4,12928.0,35.0,2.0,268.5278,48.1427,1381,0.2602,0.0,21.28,15,NearestGreedy_600x600_n20_corner_00_456.npy
NearestGreedy,600,600,20,corner_00,0,0,789,721260.97,9582.0,20.0,1.97,268.6111,35.6715,1382,0.1673,0.0,15.76,17,NearestGreedy_600x600_n20_corner_00_789.npy
NearestGreedy,600,600,20,corner_00,0,0,1337,350275.12,5995.0,20.0,1.98,268.5833,22.3193,1387,0.1043,0.0,9.82,18,NearestGreedy_600x600_n20_corner_00_1337.npy
NearestGreedy,600,600,20,corner_0G,0,600,42,744748.06,9642.0,25.0,2.0,268.5278,35.9082,1381,0.1684,0.0,15.87,17,NearestGreedy_600x600_n20_corner_0G_42.npy
NearestGreedy,600,600,20,corner_0G,0,600,123,-220463.97,375.0,20.0,2.0,268.5278,1.3965,1381,0.1895,0.0,0.62,20,NearestGreedy_600x600_n20_corner_0G_123.npy
NearestGreedy,600,600,20,corner_0G,0,600,456,37227.84,3172.0,15.0,2.0,268.5278,11.8142,1381,0.0552,0.0,5.22,19,NearestGreedy_600x600_n20_corner_0G_456.npy
NearestGreedy,600,600,20,corner_0G,0,600,789,197776.6,4155.0,25.0,1.95,268.6667,15.4664,1400,0.0871,0.0,6.75,18,NearestGreedy_600x600_n20_corner_0G_789.npy
NearestGreedy,600,600,20,corner_0G,0,600,1337,623412.9,8680.0,20.0,2.0,268.5278,32.3229,1381,0.1513,0.0,14.28,17,NearestGreedy_600x600_n20_corner_0G_1337.npy
NearestGreedy,600,600,20,corner_G0,600,0,42,183871.67,4134.0,25.0,1.96,268.6389,15.3876,1397,0.0872,0.0,6.72,19,NearestGreedy_600x600_n20_corner_G0_42.npy
NearestGreedy,600,600,20,corner_G0,600,0,123,104588.89,3344.0,20.0,1.97,268.6111,12.4483,1414,0.1131,0.0,5.37,18,NearestGreedy_600x600_n20_corner_G0_123.npy
NearestGreedy,600,600,20,corner_G0,600,0,456,134958.88,3462.0,25.0,1.96,268.6389,12.889,1427,0.0832,0.0,5.51,19,NearestGreedy_600x600_n20_corner_G0_456.npy
NearestGreedy,600,600,20,corner_G0,600,0,789,4952.94,2894.0,10.0,2.0,268.5278,10.7786,1381,0.0632,0.0,4.76,19,NearestGreedy_600x600_n20_corner_G0_789.npy
NearestGreedy,600,600,20,corner_G0,600,0,1337,364532.68,5872.0,25.0,1.99,268.5556,21.8662,1388,0.1097,0.0,9.62,18,NearestGreedy_600x600_n20_corner_G0_1337.npy
NearestGreedy,600,600,20,corner_GG,600,600,42,1782.66,3029.0,10.0,2.0,268.5278,11.2817,1381,0.051,0.0,4.99,19,NearestGreedy_600x600_n20_corner_GG_42.npy
NearestGreedy,600,600,20,corner_GG,600,600,123,-29780.59,2344.0,15.0,2.0,268.5278,8.7281,1381,0.0687,0.0,3.86,19,NearestGreedy_600x600_n20_corner_GG_123.npy
NearestGreedy,600,600,20,corner_GG,600,600,456,268556.15,4830.0,25.0,2.0,268.5278,17.9857,1381,0.1124,0.0,7.95,18,NearestGreedy_600x600_n20_corner_GG_456.npy
NearestGreedy,600,600,20,corner_GG,600,600,789,785632.63,9379.0,35.0,2.0,268.5278,34.9277,1381,0.1976,0.0,15.44,16,NearestGreedy_600x600_n20_corner_GG_789.npy
NearestGreedy,600,600,20,corner_GG,600,600,1337,-16520.12,3036.0,5.0,2.0,268.5278,11.3065,1381,0.05,0.0,5.0,19,NearestGreedy_600x600_n20_corner_GG_1337.npy
NearestGreedy,600,600,20,random_0,468,368,42,1159084.85,12650.0,50.0,2.0,268.5278,47.1085,1381,0.2328,0.0,20.82,16,NearestGreedy_600x600_n20_random_0_42.npy
NearestGreedy,600,600,20,random_0,468,368,123,1970234.39,19080.0,75.0,2.0,268.5278,71.0524,1381,0.407,0.0,31.4,12,NearestGreedy_600x600_n20_random_0_123.npy
NearestGreedy,600,600,20,random_0,468,368,456,2174003.07,22137.0,50.0,2.0,268.5278,82.4403,1381,0.3935,0.0,36.43,12,NearestGreedy_600x600_n20_random_0_456.npy
NearestGreedy,600,600,20,random_0,468,368,789,2016014.55,19999.0,60.0,2.0,268.5278,74.4752,1381,0.3872,0.0,32.91,12,NearestGreedy_600x600_n20_random_0_789.npy
NearestGreedy,600,600,20,random_0,468,368,1337,552611.12,6688.0,45.0,1.94,268.6944,24.8915,1383,0.2223,0.0,10.99,16,NearestGreedy_600x600_n20_random_0_1337.npy
NearestGreedy,600,600,20,random_1,501,245,42,1073228.63,11852.0,45.0,2.0,268.5278,44.1353,1381,0.2411,0.0,19.5,15,NearestGreedy_600x600_n20_random_1_42.npy
NearestGreedy,600,600,20,random_1,501,245,123,1819348.42,18320.0,60.0,2.0,268.5278,68.2248,1381,0.3568,0.0,30.15,13,NearestGreedy_600x600_n20_random_1_123.npy
NearestGreedy,600,600,20,random_1,501,245,456,1188713.01,12583.0,50.0,2.0,268.5278,46.8603,1381,0.2716,0.0,20.71,15,NearestGreedy_600x600_n20_random_1_456.npy
NearestGreedy,600,600,20,random_1,501,245,789,1135644.99,12793.0,40.0,2.0,268.5278,47.6413,1381,0.2307,0.0,21.05,16,NearestGreedy_600x600_n20_random_1_789.npy
NearestGreedy,600,600,20,random_1,501,245,1337,690692.71,8403.0,40.0,2.0,268.5278,31.291,1381,0.1658,0.0,13.83,17,NearestGreedy_600x600_n20_random_1_1337.npy
NearestGreedy,600,600,20,random_2,495,435,42,894258.39,10817.0,30.0,2.0,268.5278,40.2817,1381,0.2034,0.0,17.8,16,NearestGreedy_600x600_n20_random_2_42.npy
NearestGreedy,600,600,20,random_2,495,435,123,1407316.12,14251.0,65.0,2.0,268.5278,53.0716,1381,0.2859,0.0,23.45,14,NearestGreedy_600x600_n20_random_2_123.npy
NearestGreedy,600,600,20,random_2,495,435,456,2038396.43,20807.0,45.0,2.0,268.5278,77.4842,1381,0.3885,0.0,34.24,12,NearestGreedy_600x600_n20_random_2_456.npy
NearestGreedy,600,600,20,random_2,495,435,789,1873597.71,19477.0,45.0,2.0,268.5278,72.5327,1381,0.3427,0.0,32.05,13,NearestGreedy_600x600_n20_random_2_789.npy
NearestGreedy,600,600,20,random_2,495,435,1337,402155.61,5593.0,40.0,1.98,268.5833,20.8243,1385,0.1411,0.0,9.18,18,NearestGreedy_600x600_n20_random_2_1337.npy
NearestGreedy,600,600,30,center,300,300,42,2189761.5,21545.0,63.33,2.0,268.5278,80.2336,1381,0.3435,0.0,23.64,19,NearestGreedy_600x600_n30_center_42.npy
NearestGreedy,600,600,30,center,300,300,123,3885735.4,35831.0,83.33,2.0,268.5278,133.4365,1381,0.5175,0.0,39.31,12,NearestGreedy_600x600_n30_center_123.npy
NearestGreedy,600,600,30,center,300,300,456,2356994.44,22699.0,70.0,2.0,268.5278,84.5315,1381,0.342,0.0,24.9,19,NearestGreedy_600x600_n30_center_456.npy
NearestGreedy,600,600,30,center,300,300,789,3003171.32,28367.0,76.67,2.0,268.5278,105.6373,1381,0.3915,0.0,31.12,18,NearestGreedy_600x600_n30_center_789.npy
NearestGreedy,600,600,30,center,300,300,1337,2737481.11,26443.0,66.67,2.0,268.5278,98.4738,1381,0.3727,0.0,29.01,18,NearestGreedy_600x600_n30_center_1337.npy
NearestGreedy,600,600,30,corner_00,0,0,42,715077.93,10634.0,16.67,2.0,268.5278,39.6015,1381,0.1445,0.0,11.67,25,NearestGreedy_600x600_n30_corner_00_42.npy
NearestGreedy,600,600,30,corner_00,0,0,123,40999.15,3935.0,23.33,1.98,268.5833,14.6522,1393,0.057,0.0,4.28,29,NearestGreedy_600x600_n30_corner_00_123.npy
NearestGreedy,600,600,30,corner_00,0,0,456,1362827.47,15861.0,30.0,2.0,268.5278,59.065,1381,0.212,0.0,17.4,24,NearestGreedy_600x600_n30_corner_00_456.npy
NearestGreedy,600,600,30,corner_00,0,0,789,501270.61,8912.0,13.33,1.97,268.6111,33.1771,1382,0.1034,0.0,9.77,27,NearestGreedy_600x600_n30_corner_00_789.npy
