model,grid_w,grid_h,n_sensors,start_pos_name,start_x,start_y,seed,total_reward,data_collected,ndr_pct,battery_pct,energy_consumed,efficiency,steps,jains_index,min_collection_rate,mean_collection_rate,starved_sensors,trajectory_file
DQN-v6,200,200,20,corner_G0,200,0,42,3363782.5,30883.0,95.0,2.07,268.3333,115.0932,1381,0.6778,0.0,50.86,6,DQN-v6_200x200_n20_corner_G0_42.npy
DQN-v6,200,200,20,corner_G0,200,0,123,3440395.55,31385.0,100.0,2.07,268.3333,116.9637,1381,0.7539,9.26,51.69,2,DQN-v6_200x200_n20_corner_G0_123.npy
DQN-v6,200,200,20,corner_G0,200,0,456,3063618.31,27947.0,100.0,2.07,268.3333,104.1488,1381,0.7134,4.12,46.03,4,DQN-v6_200x200_n20_corner_G0_456.npy
DQN-v6,200,200,20,corner_G0,200,0,789,2505615.39,22630.0,100.0,2.07,268.3333,84.3343,1381,0.6677,7.21,37.27,7,DQN-v6_200x200_n20_corner_G0_789.npy
DQN-v6,200,200,20,corner_G0,200,0,1337,3367670.91,30653.0,100.0,2.07,268.3333,114.2337,1381,0.6859,2.06,50.48,4,DQN-v6_200x200_n20_corner_G0_1337.npy
DQN-v6,200,200,20,corner_GG,200,200,42,3036349.7,27636.0,100.0,2.07,268.3333,102.9928,1381,0.6592,3.09,45.51,6,DQN-v6_200x200_n20_corner_GG_42.npy
DQN-v6,200,200,20,corner_GG,200,200,123,3589217.16,32710.0,100.0,2.07,268.3333,121.901,1381,0.7523,5.15,53.87,3,DQN-v6_200x200_n20_corner_GG_123.npy
DQN-v6,200,200,20,corner_GG,200,200,456,3633371.25,33266.0,100.0,2.07,268.3333,123.9725,1381,0.6758,1.68,54.79,6,DQN-v6_200x200_n20_corner_GG_456.npy
DQN-v6,200,200,20,corner_GG,200,200,789,4033329.24,36715.0,100.0,2.07,268.3333,136.8263,1381,0.7378,1.03,60.47,4,DQN-v6_200x200_n20_corner_GG_789.npy
DQN-v6,200,200,20,corner_GG,200,200,1337,2620394.45,23811.0,100.0,2.07,268.3333,88.7361,1381,0.6636,2.06,39.21,5,DQN-v6_200x200_n20_corner_GG_1337.npy
DQN-v6,200,200,20,random_0,112,121,42,6019521.9,54376.0,100.0,2.07,268.3333,202.6452,1381,0.991,69.49,89.55,0,DQN-v6_200x200_n20_random_0_42.npy
DQN-v6,200,200,20,random_0,112,121,123,5875114.61,53337.0,100.0,2.07,268.3333,198.7698,1381,0.9793,61.39,87.84,0,DQN-v6_200x200_n20_random_0_123.npy
DQN-v6,200,200,20,random_0,112,121,456,5949905.59,53584.0,100.0,2.07,268.3333,199.693,1381,0.9852,56.53,88.25,0,DQN-v6_200x200_n20_random_0_456.npy
DQN-v6,200,200,20,random_0,112,121,789,5175163.91,46940.0,100.0,2.07,268.3333,174.9298,1381,0.9528,50.97,77.3,0,DQN-v6_200x200_n20_random_0_789.npy
DQN-v6,200,200,20,random_0,112,121,1337,5990343.55,54065.0,100.0,2.07,268.3333,201.4837,1381,0.9907,74.2,89.04,0,DQN-v6_200x200_n20_random_0_1337.npy
DQN-v6,200,200,20,random_1,179,36,42,4592841.58,41591.0,100.0,2.07,268.3333,154.9977,1381,0.825,6.18,68.5,3,DQN-v6_200x200_n20_random_1_42.npy
DQN-v6,200,200,20,random_1,179,36,123,5295075.51,47861.0,100.0,2.07,268.3333,178.3634,1381,0.9479,44.99,78.82,0,DQN-v6_200x200_n20_random_1_123.npy
DQN-v6,200,200,20,random_1,179,36,456,4740991.62,42988.0,100.0,2.07,268.3333,160.2056,1381,0.8914,18.53,70.8,1,DQN-v6_200x200_n20_random_1_456.npy
DQN-v6,200,200,20,random_1,179,36,789,4062045.0,36881.0,100.0,2.07,268.3333,137.4451,1381,0.8202,21.62,60.74,0,DQN-v6_200x200_n20_random_1_789.npy
DQN-v6,200,200,20,random_1,179,36,1337,4472471.84,40475.0,100.0,2.07,268.3333,150.8387,1381,0.8313,11.16,66.66,3,DQN-v6_200x200_n20_random_1_1337.npy
DQN-v6,200,200,20,random_2,137,28,42,5435666.67,49000.0,100.0,2.07,268.3333,182.6089,1381,0.9187,28.82,80.7,0,DQN-v6_200x200_n20_random_2_42.npy
DQN-v6,200,200,20,random_2,137,28,123,5883530.24,52893.0,100.0,2.07,268.3333,197.1162,1381,0.9822,60.0,87.11,0,DQN-v6_200x200_n20_random_2_123.npy
DQN-v6,200,200,20,random_2,137,28,456,5477800.15,49285.0,100.0,2.07,268.3333,183.6721,1381,0.9669,36.03,81.17,0,DQN-v6_200x200_n20_random_2_456.npy
DQN-v6,200,200,20,random_2,137,28,789,4804059.87,43537.0,100.0,2.07,268.3333,162.251,1381,0.8999,38.87,71.7,0,DQN-v6_200x200_n20_random_2_789.npy
DQN-v6,200,200,20,random_2,137,28,1337,5663755.96,50942.0,100.0,2.07,268.3333,189.8476,1381,0.9339,28.66,83.9,0,DQN-v6_200x200_n20_random_2_1337.npy
DQN-v6,200,200,30,center,100,100,42,6581866.13,59208.0,100.0,2.07,268.3333,220.6507,1381,0.8911,26.39,65.01,0,DQN-v6_200x200_n30_center_42.npy
DQN-v6,200,200,30,center,100,100,123,7261628.91,65743.0,100.0,2.07,268.3333,245.0039,1381,0.9063,34.42,72.18,0,DQN-v6_200x200_n30_center_123.npy
DQN-v6,200,200,30,center,100,100,456,5303315.92,47824.0,100.0,2.07,268.3333,178.2272,1381,0.8212,26.64,52.51,0,DQN-v6_200x200_n30_center_456.npy
DQN-v6,200,200,30,center,100,100,789,6156199.43,55717.0,100.0,2.07,268.3333,207.6429,1381,0.8397,21.74,61.17,0,DQN-v6_200x200_n30_center_789.npy
DQN-v6,200,200,30,center,100,100,1337,6226288.66,56379.0,100.0,2.07,268.3333,210.109,1381,0.8669,32.54,61.9,0,DQN-v6_200x200_n30_center_1337.npy
DQN-v6,200,200,30,corner_00,0,0,42,5232557.0,47369.0,96.67,2.07,268.3333,176.5308,1381,0.6836,0.0,52.01,7,DQN-v6_200x200_n30_corner_00_42.npy
DQN-v6,200,200,30,corner_00,0,0,123,4271984.48,38622.0,100.0,2.07,268.3333,143.9312,1381,0.6057,2.06,42.4,10,DQN-v6_200x200_n30_corner_00_123.npy
DQN-v6,200,200,30,corner_00,0,0,456,5100378.57,45910.0,100.0,2.07,268.3333,171.0924,1381,0.6679,3.09,50.41,9,DQN-v6_200x200_n30_corner_00_456.npy
DQN-v6,200,200,30,corner_00,0,0,789,4203336.36,37853.0,100.0,2.07,268.3333,141.0669,1381,0.5821,3.09,41.56,11,DQN-v6_200x200_n30_corner_00_789.npy
DQN-v6,200,200,30,corner_00,0,0,1337,4455799.84,40342.0,96.67,2.07,268.3333,150.3421,1381,0.6088,0.0,44.29,10,DQN-v6_200x200_n30_corner_00_1337.npy
DQN-v6,200,200,30,corner_0G,0,200,42,5174470.36,46570.0,100.0,2.07,268.3333,173.5515,1381,0.6614,4.12,51.13,9,DQN-v6_200x200_n30_corner_0G_42.npy
DQN-v6,200,200,30,corner_0G,0,200,123,4660698.31,41998.0,100.0,2.07,268.3333,156.5158,1381,0.6324,2.06,46.11,9,DQN-v6_200x200_n30_corner_0G_123.npy
DQN-v6,200,200,30,corner_0G,0,200,456,4761658.31,42989.0,100.0,2.07,268.3333,160.2061,1381,0.6364,7.21,47.2,9,DQN-v6_200x200_n30_corner_0G_456.npy
DQN-v6,200,200,30,corner_0G,0,200,789,5824742.32,52314.0,100.0,2.07,268.3333,194.9583,1381,0.7596,6.18,57.44,4,DQN-v6_200x200_n30_corner_0G_789.npy
DQN-v6,200,200,30,corner_0G,0,200,1337,6092721.9,54900.0,100.0,2.07,268.3333,204.5974,1381,0.751,5.15,60.28,7,DQN-v6_200x200_n30_corner_0G_1337.npy
DQN-v6,200,200,30,corner_G0,200,0,42,3701353.64,33747.0,93.33,2.07,268.3333,125.7637,1381,0.5441,0.0,37.05,12,DQN-v6_200x200_n30_corner_G0_42.npy
DQN-v6,200,200,30,corner_G0,200,0,123,4380107.12,39667.0,100.0,2.07,268.3333,147.8268,1381,0.6246,2.06,43.55,9,DQN-v6_200x200_n30_corner_G0_123.npy
DQN-v6,200,200,30,corner_G0,200,0,456,3122349.56,28301.0,96.67,2.07,268.3333,105.4712,1381,0.5151,0.0,31.07,14,DQN-v6_200x200_n30_corner_G0_456.npy
DQN-v6,200,200,30,corner_G0,200,0,789,2839027.33,25490.0,96.67,2.07,268.3333,94.9927,1381,0.4851,0.0,27.99,15,DQN-v6_200x200_n30_corner_G0_789.npy
DQN-v6,200,200,30,corner_G0,200,0,1337,3729346.95,33708.0,96.67,2.07,268.3333,125.6208,1381,0.5345,0.0,37.01,14,DQN-v6_200x200_n30_corner_G0_1337.npy
DQN-v6,200,200,30,corner_GG,200,200,42,4096405.51,36912.0,100.0,2.07,268.3333,137.5589,1381,0.574,2.06,40.53,11,DQN-v6_200x200_n30_corner_GG_42.npy
DQN-v6,200,200,30,corner_GG,200,200,123,4198628.08,37848.0,100.0,2.07,268.3333,141.0498,1381,0.6342,3.09,41.56,8,DQN-v6_200x200_n30_corner_GG_123.npy
DQN-v6,200,200,30,corner_GG,200,200,456,4903361.6,44179.0,100.0,2.07,268.3333,164.6432,1381,0.6477,3.09,48.51,10,DQN-v6_200x200_n30_corner_GG_456.npy
DQN-v6,200,200,30,corner_GG,200,200,789,4799495.81,43516.0,96.67,2.07,268.3333,162.1731,1381,0.646,0.0,47.78,9,DQN-v6_200x200_n30_corner_GG_789.npy
DQN-v6,200,200,30,corner_GG,200,200,1337,3945987.5,35739.0,100.0,2.07,268.3333,133.1905,1381,0.5809,1.03,39.24,11,DQN-v6_200x200_n30_corner_GG_1337.npy
DQN-v6,200,200,30,random_0,112,121,42,6283145.24,56597.0,100.0,2.07,268.3333,210.9203,1381,0.9019,30.8,62.14,0,DQN-v6_200x200_n30_random_0_42.npy
DQN-v6,200,200,30,random_0,112,121,123,6892493.96,62362.0,100.0,2.07,268.3333,232.4037,1381,0.8751,19.15,68.47,1,DQN-v6_200x200_n30_random_0_123.npy
DQN-v6,200,200,30,random_0,112,121,456,6845369.09,61475.0,100.0,2.07,268.3333,229.1009,1381,0.904,31.52,67.5,0,DQN-v6_200x200_n30_random_0_456.npy
DQN-v6,200,200,30,random_0,112,121,789,7142181.45,64466.0,100.0,2.07,268.3333,240.2454,1381,0.8944,32.61,70.78,0,DQN-v6_200x200_n30_random_0_789.npy
DQN-v6,200,200,30,random_0,112,121,1337,6930880.31,62462.0,100.0,2.07,268.3333,232.7786,1381,0.907,28.99,68.58,0,DQN-v6_200x200_n30_random_0_1337.npy
DQN-v6,200,200,30,random_1,179,36,42,4886284.91,44096.0,100.0,2.07,268.3333,164.3316,1381,0.6766,3.09,48.41,5,DQN-v6_200x200_n30_random_1_42.npy
DQN-v6,200,200,30,random_1,179,36,123,6312004.07,56541.0,100.0,2.07,268.3333,210.7125,1381,0.8847,16.47,62.08,1,DQN-v6_200x200_n30_random_1_123.npy
DQN-v6,200,200,30,random_1,179,36,456,5116055.96,46020.0,100.0,2.07,268.3333,171.5014,1381,0.7694,5.15,50.53,4,DQN-v6_200x200_n30_random_1_456.npy
DQN-v6,200,200,30,random_1,179,36,789,4763732.75,42986.0,100.0,2.07,268.3333,160.1968,1381,0.6891,7.21,47.2,5,DQN-v6_200x200_n30_random_1_789.npy
DQN-v6,200,200,30,random_1,179,36,1337,5004479.83,45094.0,100.0,2.07,268.3333,168.0509,1381,0.6708,1.03,49.51,7,DQN-v6_200x200_n30_random_1_1337.npy
DQN-v6,200,200,30,random_2,137,28,42,6707531.14,60186.0,100.0,2.07,268.3333,224.2947,1381,0.8194,6.18,66.08,3,DQN-v6_200x200_n30_random_2_42.npy
DQN-v6,200,200,30,random_2,137,28,123,6871699.04,61677.0,100.0,2.07,268.3333,229.8514,1381,0.931,31.83,67.72,0,DQN-v6_200x200_n30_random_2_123.npy
DQN-v6,200,200,30,random_2,137,28,456,5935674.93,53288.0,100.0,2.07,268.3333,198.5892,1381,0.883,21.62,58.51,0,DQN-v6_200x200_n30_random_2_456.npy
DQN-v6,200,200,30,random_2,137,28,789,5682938.76,51195.0,100.0,2.07,268.3333,190.7899,1381,0.7794,15.44,56.21,2,DQN-v6_200x200_n30_random_2_789.npy
DQN-v6,200,200,30,random_2,137,28,1337,6678851.96,59901.0,100.0,2.07,268.3333,223.2324,1381,0.841,13.38,65.77,2,DQN-v6_200x200_n30_random_2_1337.npy
DQN-v6,400,400,10,center,200,200,42,2045123.95,19232.0,100.0,2.07,268.3333,71.6706,1381,0.7691,1.03,63.35,2,DQN-v6_400x400_n10_center_42.npy
DQN-v6,400,400,10,center,200,200,123,2862194.05,26171.0,100.0,2.07,268.3333,97.5324,1381,0.9475,37.19,86.2,0,DQN-v6_400x400_n10_center_123.npy
DQN-v6,400,400,10,center,200,200,456,2593432.18,23912.0,100.0,2.07,268.3333,89.1134,1381,0.934,43.23,78.76,0,DQN-v6_400x400_n10_center_456.npy
DQN-v6,400,400,10,center,200,200,789,2174214.49,20439.0,100.0,2.07,268.3333,76.1707,1381,0.7907,2.06,67.32,2,DQN-v6_400x400_n10_center_789.npy
DQN-v6,400,400,10,center,200,200,1337,2541282.45,23480.0,100.0,2.07,268.3333,87.5022,1381,0.8491,7.21,77.34,1,DQN-v6_400x400_n10_center_1337.npy
DQN-v6,400,400,10,corner_00,0,0,42,640825.36,7520.0,40.0,2.07,268.3333,28.0235,1381,0.288,0.0,24.77,7,DQN-v6_400x400_n10_corner_00_42.npy
DQN-v6,400,400,10,corner_00,0,0,123,523912.65,6414.0,40.0,2.07,268.3333,23.9025,1381,0.2335,0.0,21.13,8,DQN-v6_400x400_n10_corner_00_123.npy
DQN-v6,400,400,10,corner_00,0,0,456,551147.35,6717.0,40.0,2.07,268.3333,25.0317,1381,0.2507,0.0,22.12,8,DQN-v6_400x400_n10_corner_00_456.npy
DQN-v6,400,400,10,corner_00,0,0,789,1029965.24,10831.0,60.0,2.07,268.3333,40.3649,1381,0.4235,0.0,35.68,5,DQN-v6_400x400_n10_corner_00_789.npy
DQN-v6,400,400,10,corner_00,0,0,1337,316281.49,4223.0,40.0,2.07,268.3333,15.7398,1381,0.175,0.0,13.91,8,DQN-v6_400x400_n10_corner_00_1337.npy
DQN-v6,400,400,10,corner_0G,0,400,42,853480.62,9482.0,50.0,2.07,268.3333,35.3363,1381,0.3353,0.0,31.23,7,DQN-v6_400x400_n10_corner_0G_42.npy
DQN-v6,400,400,10,corner_0G,0,400,123,427649.09,5125.0,30.0,2.07,268.3333,19.1009,1381,0.2849,0.0,16.88,7,DQN-v6_400x400_n10_corner_0G_123.npy
DQN-v6,400,400,10,corner_0G,0,400,456,-87263.86,219.0,30.0,2.07,268.3333,0.8152,1381,0.1815,0.0,0.72,10,DQN-v6_400x400_n10_corner_0G_456.npy
DQN-v6,400,400,10,corner_0G,0,400,789,295677.42,3812.0,30.0,2.07,268.3333,14.2081,1381,0.2098,0.0,12.56,8,DQN-v6_400x400_n10_corner_0G_789.npy
DQN-v6,400,400,10,corner_0G,0,400,1337,902926.25,9324.0,70.0,2.07,268.3333,34.7486,1381,0.4091,0.0,30.71,6,DQN-v6_400x400_n10_corner_0G_1337.npy
DQN-v6,400,400,10,corner_G0,400,0,42,221833.26,3348.0,40.0,2.07,268.3333,12.4789,1381,0.1211,0.0,11.03,9,DQN-v6_400x400_n10_corner_G0_42.npy
DQN-v6,400,400,10,corner_G0,400,0,123,398946.23,4628.0,50.0,2.07,268.3333,17.247,1381,0.2725,0.0,15.24,7,DQN-v6_400x400_n10_corner_G0_123.npy
DQN-v6,400,400,10,corner_G0,400,0,456,230680.27,2955.0,50.0,2.07,268.3333,11.0111,1381,0.155,0.0,9.73,9,DQN-v6_400x400_n10_corner_G0_456.npy
DQN-v6,400,400,10,corner_G0,400,0,789,238073.07,3422.0,40.0,2.07,268.3333,12.7513,1381,0.1302,0.0,11.27,9,DQN-v6_400x400_n10_corner_G0_789.npy
DQN-v6,400,400,10,corner_G0,400,0,1337,432320.93,5720.0,30.0,2.07,268.3333,21.3162,1381,0.2016,0.0,18.84,8,DQN-v6_400x400_n10_corner_G0_1337.npy
DQN-v6,400,400,10,corner_GG,400,400,42,241851.73,3334.0,30.0,2.07,268.3333,12.425,1381,0.2162,0.0,10.98,8,DQN-v6_400x400_n10_corner_GG_42.npy
DQN-v6,400,400,10,corner_GG,400,400,123,243568.1,3363.0,50.0,2.07,268.3333,12.5331,1381,0.1262,0.0,11.08,9,DQN-v6_400x400_n10_corner_GG_123.npy
DQN-v6,400,400,10,corner_GG,400,400,456,913375.59,9642.0,60.0,2.07,268.3333,35.9331,1381,0.3816,0.0,31.76,7,DQN-v6_400x400_n10_corner_GG_456.npy
DQN-v6,400,400,10,corner_GG,400,400,789,745152.75,8562.0,40.0,2.07,268.3333,31.9064,1381,0.3017,0.0,28.2,7,DQN-v6_400x400_n10_corner_GG_789.npy
DQN-v6,400,400,10,corner_GG,400,400,1337,-24334.26,625.0,40.0,2.07,268.3333,2.3292,1381,0.1709,0.0,2.06,10,DQN-v6_400x400_n10_corner_GG_1337.npy
DQN-v6,400,400,10,random_0,368,377,42,486613.2,5883.0,40.0,2.07,268.3333,21.9259,1381,0.248,0.0,19.38,7,DQN-v6_400x400_n10_random_0_42.npy
DQN-v6,400,400,10,random_0,368,377,123,425718.95,4650.0,70.0,2.07,268.3333,17.3309,1381,0.2233,0.0,15.32,8,DQN-v6_400x400_n10_random_0_123.npy
DQN-v6,400,400,10,random_0,368,377,456,1421234.42,14233.0,70.0,2.07,268.3333,53.0411,1381,0.5528,0.0,46.88,4,DQN-v6_400x400_n10_random_0_456.npy
DQN-v6,400,400,10,random_0,368,377,789,794258.12,9152.0,40.0,2.07,268.3333,34.108,1381,0.3102,0.0,30.15,7,DQN-v6_400x400_n10_random_0_789.npy
DQN-v6,400,400,10,random_0,368,377,1337,253938.94,2688.0,70.0,2.07,268.3333,10.0155,1381,0.2401,0.0,8.85,9,DQN-v6_400x400_n10_random_0_1337.npy
DQN-v6,400,400,10,random_1,220,245,42,1847342.41,17525.0,100.0,2.07,268.3333,65.3111,1381,0.6803,4.12,57.72,4,DQN-v6_400x400_n10_random_1_42.npy
DQN-v6,400,400,10,random_1,220,245,123,2557170.98,23618.0,100.0,2.07,268.3333,88.0185,1381,0.8518,12.35,77.79,2,DQN-v6_400x400_n10_random_1_123.npy
DQN-v6,400,400,10,random_1,220,245,456,2487984.14,22923.0,100.0,2.07,268.3333,85.4273,1381,0.837,6.18,75.5,1,DQN-v6_400x400_n10_random_1_456.npy
DQN-v6,400,400,10,random_1,220,245,789,2071524.56,19498.0,90.0,2.07,268.3333,72.6648,1381,0.7556,0.0,64.22,2,DQN-v6_400x400_n10_random_1_789.npy
DQN-v6,400,400,10,random_1,220,245,1337,2229592.94,20903.0,100.0,2.07,268.3333,77.899,1381,0.8065,21.62,68.85,0,DQN-v6_400x400_n10_random_1_1337.npy
DQN-v6,400,400,10,random_2,237,36,42,1187507.38,12008.0,70.0,2.07,268.3333,44.7503,1381,0.4889,0.0,39.55,5,DQN-v6_400x400_n10_random_2_42.npy
DQN-v6,400,400,10,random_2,237,36,123,1740857.26,16544.0,100.0,2.07,268.3333,61.6547,1381,0.6098,1.03,54.49,4,DQN-v6_400x400_n10_random_2_123.npy
DQN-v6,400,400,10,random_2,237,36,456,1433528.28,13956.0,80.0,2.07,268.3333,52.0083,1381,0.5755,0.0,45.97,4,DQN-v6_400x400_n10_random_2_456.npy
DQN-v6,400,400,10,random_2,237,36,789,1166321.66,11670.0,80.0,2.07,268.3333,43.4911,1381,0.4654,0.0,38.44,6,DQN-v6_400x400_n10_random_2_789.npy
DQN-v6,400,400,10,random_2,237,36,1337,1276879.89,12635.0,80.0,2.07,268.3333,47.0855,1381,0.5185,0.0,41.62,4,DQN-v6_400x400_n10_random_2_1337.npy
DQN-v6,400,400,20,center,200,200,42,3883025.22,35345.0,100.0,2.07,268.3333,131.7212,1381,0.7438,1.03,58.21,4,DQN-v6_400x400_n20_center_42.npy
DQN-v6,400,400,20,center,200,200,123,5146381.19,46498.0,100.0,2.07,268.3333,173.2863,1381,0.9026,20.59,76.58,0,DQN-v6_400x400_n20_center_123.npy
DQN-v6,400,400,20,center,200,200,456,3910702.26,35549.0,100.0,2.07,268.3333,132.4811,1381,0.7564,7.21,58.55,2,DQN-v6_400x400_n20_center_456.npy
DQN-v6,400,400,20,center,200,200,789,3086689.88,28046.0,100.0,2.07,268.3333,104.5193,1381,0.7114,1.03,46.19,4,DQN-v6_400x400_n20_center_789.npy
DQN-v6,400,400,20,center,200,200,1337,4017832.05,36475.0,100.0,2.07,268.3333,135.9307,1381,0.7415,5.15,60.07,5,DQN-v6_400x400_n20_center_1337.npy
DQN-v6,400,400,20,corner_00,0,0,42,1166015.08,12479.0,50.0,2.07,268.3333,46.5043,1381,0.258,0.0,20.55,15,DQN-v6_400x400_n20_corner_00_42.npy
DQN-v6,400,400,20,corner_00,0,0,123,967175.7,10853.0,40.0,2.07,268.3333,40.4456,1381,0.234,0.0,17.87,16,DQN-v6_400x400_n20_corner_00_123.npy
DQN-v6,400,400,20,corner_00,0,0,456,2023017.26,20616.0,50.0,2.07,268.3333,76.8287,1381,0.3757,0.0,33.95,13,DQN-v6_400x400_n20_corner_00_456.npy
DQN-v6,400,400,20,corner_00,0,0,789,1373503.93,14655.0,45.0,2.07,268.3333,54.6157,1381,0.2854,0.0,24.14,14,DQN-v6_400x400_n20_corner_00_789.npy
DQN-v6,400,400,20,corner_00,0,0,1337,870770.67,10043.0,40.0,2.07,268.3333,37.4288,1381,0.2306,0.0,16.54,15,DQN-v6_400x400_n20_corner_00_1337.npy
DQN-v6,400,400,20,corner_0G,0,400,42,1311981.68,13986.0,45.0,2.07,268.3333,52.1214,1381,0.2748,0.0,23.03,14,DQN-v6_400x400_n20_corner_0G_42.npy
DQN-v6,400,400,20,corner_0G,0,400,123,832841.35,9264.0,45.0,2.07,268.3333,34.5239,1381,0.2708,0.0,15.26,14,DQN-v6_400x400_n20_corner_0G_123.npy
DQN-v6,400,400,20,corner_0G,0,400,456,609634.59,7857.0,30.0,2.07,268.3333,29.2819,1381,0.1739,0.0,12.94,16,DQN-v6_400x400_n20_corner_0G_456.npy
DQN-v6,400,400,20,corner_0G,0,400,789,976160.71,10735.0,45.0,2.07,268.3333,40.0058,1381,0.2754,0.0,17.68,14,DQN-v6_400x400_n20_corner_0G_789.npy
DQN-v6,400,400,20,corner_0G,0,400,1337,1457314.44,14839.0,60.0,2.07,268.3333,55.3006,1381,0.3093,0.0,24.44,13,DQN-v6_400x400_n20_corner_0G_1337.npy
DQN-v6,400,400,20,corner_G0,400,0,42,1016492.59,11157.0,45.0,2.07,268.3333,41.5789,1381,0.2344,0.0,18.37,15,DQN-v6_400x400_n20_corner_G0_42.npy
DQN-v6,400,400,20,corner_G0,400,0,123,656782.91,7256.0,55.0,2.07,268.3333,27.0397,1381,0.2239,0.0,11.95,16,DQN-v6_400x400_n20_corner_G0_123.npy
DQN-v6,400,400,20,corner_G0,400,0,456,209478.85,3982.0,30.0,2.07,268.3333,14.8379,1381,0.1455,0.0,6.56,18,DQN-v6_400x400_n20_corner_G0_456.npy
DQN-v6,400,400,20,corner_G0,400,0,789,400858.78,6188.0,30.0,2.07,268.3333,23.0607,1381,0.1106,0.0,10.19,18,DQN-v6_400x400_n20_corner_G0_789.npy
DQN-v6,400,400,20,corner_G0,400,0,1337,859439.31,10180.0,35.0,2.07,268.3333,37.9386,1381,0.22,0.0,16.77,15,DQN-v6_400x400_n20_corner_G0_1337.npy
DQN-v6,400,400,20,corner_GG,400,400,42,453857.75,6413.0,30.0,2.07,268.3333,23.9001,1381,0.1571,0.0,10.56,17,DQN-v6_400x400_n20_corner_GG_42.npy
DQN-v6,400,400,20,corner_GG,400,400,123,731032.91,8469.0,45.0,2.07,268.3333,31.5634,1381,0.2083,0.0,13.95,16,DQN-v6_400x400_n20_corner_GG_123.npy
DQN-v6,400,400,20,corner_GG,400,400,456,1083328.02,11832.0,45.0,2.07,268.3333,44.0939,1381,0.2624,0.0,19.49,15,DQN-v6_400x400_n20_corner_GG_456.npy
DQN-v6,400,400,20,corner_GG,400,400,789,1804620.72,18672.0,45.0,2.07,268.3333,69.5855,1381,0.3545,0.0,30.75,12,DQN-v6_400x400_n20_corner_GG_789.npy
DQN-v6,400,400,20,corner_GG,400,400,1337,326075.12,5250.0,30.0,2.07,268.3333,19.5665,1381,0.1188,0.0,8.65,18,DQN-v6_400x400_n20_corner_GG_1337.npy
DQN-v6,400,400,20,random_0,368,377,42,847733.19,10126.0,30.0,2.07,268.3333,37.7376,1381,0.2332,0.0,16.68,15,DQN-v6_400x400_n20_random_0_42.npy
DQN-v6,400,400,20,random_0,368,377,123,1374588.78,13806.0,65.0,2.07,268.3333,51.4522,1381,0.3137,0.0,22.74,14,DQN-v6_400x400_n20_random_0_123.npy
DQN-v6,400,400,20,random_0,368,377,456,1601517.09,16620.0,45.0,2.07,268.3333,61.9394,1381,0.355,0.0,27.37,13,DQN-v6_400x400_n20_random_0_456.npy
DQN-v6,400,400,20,random_0,368,377,789,2198265.21,21968.0,55.0,2.07,268.3333,81.8698,1381,0.4002,0.0,36.18,12,DQN-v6_400x400_n20_random_0_789.npy
DQN-v6,400,400,20,random_0,368,377,1337,779859.7,8643.0,55.0,2.07,268.3333,32.2101,1381,0.1796,0.0,14.23,17,DQN-v6_400x400_n20_random_0_1337.npy
DQN-v6,400,400,20,random_1,220,245,42,3175363.63,28953.0,100.0,2.07,268.3333,107.8983,1381,0.6283,1.03,47.68,7,DQN-v6_400x400_n20_random_1_42.npy
DQN-v6,400,400,20,random_1,220,245,123,4807006.39,43564.0,100.0,2.07,268.3333,162.3512,1381,0.8548,6.18,71.75,2,DQN-v6_400x400_n20_random_1_123.npy
DQN-v6,400,400,20,random_1,220,245,456,4009929.87,36758.0,95.0,2.07,268.3333,136.9856,1381,0.7112,0.0,60.54,5,DQN-v6_400x400_n20_random_1_456.npy
DQN-v6,400,400,20,random_1,220,245,789,3752297.68,34158.0,95.0,2.07,268.3333,127.295,1381,0.7388,0.0,56.25,4,DQN-v6_400x400_n20_random_1_789.npy
DQN-v6,400,400,20,random_1,220,245,1337,3744471.85,34132.0,100.0,2.07,268.3333,127.2013,1381,0.7038,3.09,56.21,6,DQN-v6_400x400_n20_random_1_1337.npy
DQN-v6,400,400,20,random_2,237,36,42,2936534.66,27811.0,75.0,2.07,268.3333,103.6416,1381,0.5334,0.0,45.8,9,DQN-v6_400x400_n20_random_2_42.npy
DQN-v6,400,400,20,random_2,237,36,123,2859083.32,26669.0,85.0,2.07,268.3333,99.387,1381,0.5377,0.0,43.92,9,DQN-v6_400x400_n20_random_2_123.npy
DQN-v6,400,400,20,random_2,237,36,456,2581349.06,24365.0,75.0,2.07,268.3333,90.7994,1381,0.54,0.0,40.13,9,DQN-v6_400x400_n20_random_2_456.npy
DQN-v6,400,400,20,random_2,237,36,789,1782424.31,17933.0,60.0,2.07,268.3333,66.8327,1381,0.3459,0.0,29.53,14,DQN-v6_400x400_n20_random_2_789.npy
DQN-v6,400,400,20,random_2,237,36,1337,2963838.32,27858.0,80.0,2.07,268.3333,103.8171,1381,0.5514,0.0,45.88,8,DQN-v6_400x400_n20_random_2_1337.npy
DQN-v6,400,400,30,center,200,200,42,4420360.29,40025.0,100.0,2.07,268.3333,149.1628,1381,0.6036,1.03,43.95,9,DQN-v6_400x400_n30_center_42.npy
DQN-v6,400,400,30,center,200,200,123,6356908.97,57171.0,100.0,2.07,268.3333,213.0609,1381,0.8367,17.5,62.77,3,DQN-v6_400x400_n30_center_123.npy
